2025-06-10 20:26:05,086 - __main__ - INFO - Starting MAIN function of sample_data.py
2025-06-10 20:26:05,087 - __main__ - INFO - Entered Reset table function.
2025-06-10 20:26:05,764 - __main__ - INFO - Executed. All tables reset successfuly
2025-06-10 20:26:05,765 - __main__ - INFO - Entered the insert users function
2025-06-10 20:26:05,865 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 33, 'name': 'Randy Wong', 'email': 'nicholasperry@example.org'}] count=None
2025-06-10 20:26:05,865 - __main__ - INFO - uid:33
2025-06-10 20:26:05,961 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 34, 'name': 'Monica Duncan', 'email': 'caguilar@example.com'}] count=None
2025-06-10 20:26:05,962 - __main__ - INFO - uid:34
2025-06-10 20:26:06,059 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 35, 'name': 'Crystal Morales', 'email': 'mcurry@example.com'}] count=None
2025-06-10 20:26:06,059 - __main__ - INFO - uid:35
2025-06-10 20:26:06,152 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 36, 'name': 'Vincent Banks', 'email': 'josepowell@example.org'}] count=None
2025-06-10 20:26:06,152 - __main__ - INFO - uid:36
2025-06-10 20:26:06,246 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 37, 'name': 'Angel Mata', 'email': 'hashley@example.com'}] count=None
2025-06-10 20:26:06,247 - __main__ - INFO - uid:37
2025-06-10 20:26:06,341 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 38, 'name': 'Nicholas Garcia', 'email': 'cisnerosshelby@example.net'}] count=None
2025-06-10 20:26:06,341 - __main__ - INFO - uid:38
2025-06-10 20:26:06,438 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 39, 'name': 'Amanda Spears', 'email': 'sullivanjames@example.com'}] count=None
2025-06-10 20:26:06,438 - __main__ - INFO - uid:39
2025-06-10 20:26:06,532 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 40, 'name': 'Jonathan Holder', 'email': 'charlespace@example.net'}] count=None
2025-06-10 20:26:06,532 - __main__ - INFO - uid:40
2025-06-10 20:26:06,687 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 41, 'name': 'Raymond Williamson', 'email': 'michaeltaylor@example.com'}] count=None
2025-06-10 20:26:06,687 - __main__ - INFO - uid:41
2025-06-10 20:26:06,778 - __main__ - INFO - Inserted into users, recieved response: data=[{'user_id': 42, 'name': 'Clayton Brown', 'email': 'tamaramoore@example.net'}] count=None
2025-06-10 20:26:06,779 - __main__ - INFO - uid:42
2025-06-10 20:26:06,779 - __main__ - INFO - User IDS: [33, 34, 35, 36, 37, 38, 39, 40, 41, 42]
2025-06-10 20:26:06,779 - __main__ - INFO - Inserting accounts function
2025-06-10 20:26:06,967 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 29, 'user_id': 33, 'account_name': 'Television Account', 'balance': 4910.02}] count=None
2025-06-10 20:26:07,077 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 30, 'user_id': 33, 'account_name': 'War Account', 'balance': 2834.4}] count=None
2025-06-10 20:26:07,332 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 31, 'user_id': 34, 'account_name': 'Stop Account', 'balance': 7466.19}] count=None
2025-06-10 20:26:07,525 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 32, 'user_id': 34, 'account_name': 'Budget Account', 'balance': 8357.94}] count=None
2025-06-10 20:26:07,623 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 33, 'user_id': 35, 'account_name': 'Discuss Account', 'balance': 4099.0}] count=None
2025-06-10 20:26:07,805 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 34, 'user_id': 36, 'account_name': 'Owner Account', 'balance': 2148.5}] count=None
2025-06-10 20:26:07,933 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 35, 'user_id': 37, 'account_name': 'Writer Account', 'balance': 2516.48}] count=None
2025-06-10 20:26:08,085 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 36, 'user_id': 38, 'account_name': 'Edge Account', 'balance': 6280.81}] count=None
2025-06-10 20:26:08,181 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 37, 'user_id': 39, 'account_name': 'Continue Account', 'balance': 1139.85}] count=None
2025-06-10 20:26:08,359 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 38, 'user_id': 39, 'account_name': 'Rest Account', 'balance': 9333.78}] count=None
2025-06-10 20:26:08,452 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 39, 'user_id': 40, 'account_name': 'Although Account', 'balance': 4560.86}] count=None
2025-06-10 20:26:08,556 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 40, 'user_id': 40, 'account_name': 'Catch Account', 'balance': 3924.49}] count=None
2025-06-10 20:26:08,651 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 41, 'user_id': 41, 'account_name': 'Be Account', 'balance': 5545.92}] count=None
2025-06-10 20:26:08,821 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 42, 'user_id': 42, 'account_name': 'Weight Account', 'balance': 9376.62}] count=None
2025-06-10 20:26:08,918 - __main__ - INFO - Inserted into accounts, recieved response: data=[{'account_id': 43, 'user_id': 42, 'account_name': 'Clear Account', 'balance': 7841.29}] count=None
2025-06-10 20:26:08,918 - __main__ - INFO - account ids: [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]
2025-06-10 20:26:08,918 - __main__ - INFO - Inserting categories function
2025-06-10 20:26:09,715 - __main__ - INFO - Exiting insert categories
2025-06-10 20:26:09,716 - __main__ - INFO - Inserting transactions.
2025-06-10 20:26:09,845 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 201, 'account_id': 32, 'category_id': 20, 'amount': 3586.23, 'transaction_date': '2025-04-10', 'description': 'Light truth try later.'}] count=None
2025-06-10 20:26:09,976 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 202, 'account_id': 36, 'category_id': 19, 'amount': 2365.21, 'transaction_date': '2025-05-24', 'description': 'Skin situation lot.'}] count=None
2025-06-10 20:26:10,074 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 203, 'account_id': 38, 'category_id': 18, 'amount': 1849.21, 'transaction_date': '2025-05-11', 'description': 'Production.'}] count=None
2025-06-10 20:26:10,196 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 204, 'account_id': 37, 'category_id': 18, 'amount': 2155.16, 'transaction_date': '2025-06-09', 'description': 'Specific business.'}] count=None
2025-06-10 20:26:10,354 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 205, 'account_id': 29, 'category_id': 18, 'amount': 2292.12, 'transaction_date': '2025-04-07', 'description': 'Cost.'}] count=None
2025-06-10 20:26:10,525 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 206, 'account_id': 31, 'category_id': 19, 'amount': 1495.87, 'transaction_date': '2025-03-26', 'description': 'Center song group.'}] count=None
2025-06-10 20:26:10,664 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 207, 'account_id': 37, 'category_id': 16, 'amount': 2813.48, 'transaction_date': '2025-04-06', 'description': 'Choice.'}] count=None
2025-06-10 20:26:10,789 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 208, 'account_id': 42, 'category_id': 20, 'amount': 1415.72, 'transaction_date': '2025-05-20', 'description': 'Find front color.'}] count=None
2025-06-10 20:26:10,888 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 209, 'account_id': 33, 'category_id': 20, 'amount': 4051.19, 'transaction_date': '2025-05-21', 'description': 'Beat before size left.'}] count=None
2025-06-10 20:26:10,998 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 210, 'account_id': 29, 'category_id': 20, 'amount': 3075.36, 'transaction_date': '2025-03-20', 'description': 'Yard because.'}] count=None
2025-06-10 20:26:11,105 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 211, 'account_id': 35, 'category_id': 20, 'amount': 3442.93, 'transaction_date': '2025-04-25', 'description': 'Dark city agent.'}] count=None
2025-06-10 20:26:11,198 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 212, 'account_id': 43, 'category_id': 20, 'amount': 3483.44, 'transaction_date': '2025-05-21', 'description': 'Color many majority.'}] count=None
2025-06-10 20:26:11,304 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 213, 'account_id': 30, 'category_id': 18, 'amount': 3396.65, 'transaction_date': '2025-05-28', 'description': 'Act Republican.'}] count=None
2025-06-10 20:26:11,399 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 214, 'account_id': 30, 'category_id': 18, 'amount': 657.18, 'transaction_date': '2025-04-29', 'description': 'Care though.'}] count=None
2025-06-10 20:26:11,491 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 215, 'account_id': 34, 'category_id': 21, 'amount': 1191.44, 'transaction_date': '2025-03-18', 'description': 'Each hit product.'}] count=None
2025-06-10 20:26:11,584 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 216, 'account_id': 31, 'category_id': 20, 'amount': 2783.75, 'transaction_date': '2025-06-06', 'description': 'Wish return film.'}] count=None
2025-06-10 20:26:11,684 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 217, 'account_id': 43, 'category_id': 20, 'amount': 790.34, 'transaction_date': '2025-04-29', 'description': 'Most high since same.'}] count=None
2025-06-10 20:26:11,802 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 218, 'account_id': 33, 'category_id': 18, 'amount': 3585.18, 'transaction_date': '2025-06-02', 'description': 'Either discussion.'}] count=None
2025-06-10 20:26:11,894 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 219, 'account_id': 35, 'category_id': 19, 'amount': 948.36, 'transaction_date': '2025-05-01', 'description': 'Property wind.'}] count=None
2025-06-10 20:26:11,989 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 220, 'account_id': 41, 'category_id': 19, 'amount': 378.3, 'transaction_date': '2025-05-11', 'description': 'Continue least decide allow.'}] count=None
2025-06-10 20:26:12,081 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 221, 'account_id': 33, 'category_id': 16, 'amount': 1926.03, 'transaction_date': '2025-04-24', 'description': 'City three scientist.'}] count=None
2025-06-10 20:26:12,168 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 222, 'account_id': 40, 'category_id': 17, 'amount': 3882.96, 'transaction_date': '2025-04-15', 'description': 'Discuss traditional identify.'}] count=None
2025-06-10 20:26:12,263 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 223, 'account_id': 34, 'category_id': 20, 'amount': 3125.38, 'transaction_date': '2025-05-20', 'description': 'During usually might could.'}] count=None
2025-06-10 20:26:12,360 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 224, 'account_id': 42, 'category_id': 20, 'amount': 2277.92, 'transaction_date': '2025-04-24', 'description': 'Plan time.'}] count=None
2025-06-10 20:26:12,453 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 225, 'account_id': 33, 'category_id': 20, 'amount': 4352.15, 'transaction_date': '2025-03-31', 'description': 'At oil Mr.'}] count=None
2025-06-10 20:26:12,548 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 226, 'account_id': 34, 'category_id': 16, 'amount': 4995.05, 'transaction_date': '2025-06-07', 'description': 'Reality name.'}] count=None
2025-06-10 20:26:12,640 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 227, 'account_id': 29, 'category_id': 17, 'amount': 3813.74, 'transaction_date': '2025-05-03', 'description': 'Budget life.'}] count=None
2025-06-10 20:26:12,731 - __main__ - INFO - Transacction insertion status: data=[{'transaction_id': 228, 'account_id': 35, 'category_id': 20, 'amount': 3938.57, 'transaction_date': '2025-03-12', 'description': 'Size in.'}] count=None
